store,item,predicted_sales,days_left,status
1,1,17.257654765690063,28.972650501390827,HEALTHY
1,2,47.35497823173855,10.558551997493833,HEALTHY
1,3,28.94288870148131,17.2754007092046,HEALTHY
1,4,16.293025877596335,30.687976791807785,HEALTHY
1,5,16.293025877596335,30.687976791807785,HEALTHY
1,6,54.39076822011658,9.192736494850124,HEALTHY
1,7,54.39076822011658,9.192736494850124,HEALTHY
1,8,54.39076822011658,9.192736494850124,HEALTHY
1,9,54.39076822011658,9.192736494850124,HEALTHY
1,10,54.39076822011658,9.192736494850124,HEALTHY
1,11,54.39076822011658,9.192736494850124,HEALTHY
1,12,54.39076822011658,9.192736494850124,HEALTHY
1,13,54.39076822011658,9.192736494850124,HEALTHY
1,14,54.39076822011658,9.192736494850124,HEALTHY
1,15,56.39548031004615,8.865958712491562,HEALTHY
1,16,35.91168953806552,13.923043065685121,HEALTHY
1,17,35.91168953806552,13.923043065685121,HEALTHY
1,18,40.563661377612696,12.326303470128876,HEALTHY
1,19,40.563661377612696,12.326303470128876,HEALTHY
1,20,40.563661377612696,12.326303470128876,HEALTHY
1,21,40.563661377612696,12.326303470128876,HEALTHY
1,22,40.563661377612696,12.326303470128876,HEALTHY
1,23,40.563661377612696,12.326303470128876,HEALTHY
1,24,40.563661377612696,12.326303470128876,HEALTHY
1,25,40.563661377612696,12.326303470128876,HEALTHY
1,26,40.563661377612696,12.326303470128876,HEALTHY
1,27,40.563661377612696,12.326303470128876,HEALTHY
1,28,40.563661377612696,12.326303470128876,HEALTHY
1,29,40.563661377612696,12.326303470128876,HEALTHY
1,30,40.563661377612696,12.326303470128876,HEALTHY
1,31,40.563661377612696,12.326303470128876,HEALTHY
1,32,40.563661377612696,12.326303470128876,HEALTHY
1,33,40.563661377612696,12.326303470128876,HEALTHY
1,34,40.563661377612696,12.326303470128876,HEALTHY
1,35,40.563661377612696,12.326303470128876,HEALTHY
1,36,40.563661377612696,12.326303470128876,HEALTHY
1,37,40.563661377612696,12.326303470128876,HEALTHY
1,38,40.563661377612696,12.326303470128876,HEALTHY
1,39,38.50092317412764,12.986701584755677,HEALTHY
1,40,38.50092317412764,12.986701584755677,HEALTHY
1,41,38.50092317412764,12.986701584755677,HEALTHY
1,42,38.50092317412764,12.986701584755677,HEALTHY
1,43,38.50092317412764,12.986701584755677,HEALTHY
1,44,38.50092317412764,12.986701584755677,HEALTHY
1,45,38.50092317412764,12.986701584755677,HEALTHY
1,46,38.50092317412764,12.986701584755677,HEALTHY
1,47,38.50092317412764,12.986701584755677,HEALTHY
1,48,38.50092317412764,12.986701584755677,HEALTHY
1,49,38.50092317412764,12.986701584755677,HEALTHY
1,50,38.50092317412764,12.986701584755677,HEALTHY
2,1,17.257654765690063,28.972650501390827,HEALTHY
2,2,47.35497823173855,10.558551997493833,HEALTHY
2,3,28.94288870148131,17.2754007092046,HEALTHY
2,4,16.293025877596335,30.687976791807785,HEALTHY
2,5,16.293025877596335,30.687976791807785,HEALTHY
2,6,54.39076822011658,9.192736494850124,HEALTHY
2,7,54.39076822011658,9.192736494850124,HEALTHY
2,8,54.39076822011658,9.192736494850124,HEALTHY
2,9,54.39076822011658,9.192736494850124,HEALTHY
2,10,54.39076822011658,9.192736494850124,HEALTHY
2,11,54.39076822011658,9.192736494850124,HEALTHY
2,12,54.39076822011658,9.192736494850124,HEALTHY
2,13,54.39076822011658,9.192736494850124,HEALTHY
2,14,54.39076822011658,9.192736494850124,HEALTHY
2,15,56.39548031004615,8.865958712491562,HEALTHY
2,16,35.91168953806552,13.923043065685121,HEALTHY
2,17,35.91168953806552,13.923043065685121,HEALTHY
2,18,40.563661377612696,12.326303470128876,HEALTHY
2,19,40.563661377612696,12.326303470128876,HEALTHY
2,20,40.563661377612696,12.326303470128876,HEALTHY
2,21,40.563661377612696,12.326303470128876,HEALTHY
2,22,40.563661377612696,12.326303470128876,HEALTHY
2,23,40.563661377612696,12.326303470128876,HEALTHY
2,24,40.563661377612696,12.326303470128876,HEALTHY
2,25,40.563661377612696,12.326303470128876,HEALTHY
2,26,40.563661377612696,12.326303470128876,HEALTHY
2,27,40.563661377612696,12.326303470128876,HEALTHY
2,28,40.563661377612696,12.326303470128876,HEALTHY
2,29,40.563661377612696,12.326303470128876,HEALTHY
2,30,40.563661377612696,12.326303470128876,HEALTHY
2,31,40.563661377612696,12.326303470128876,HEALTHY
2,32,40.563661377612696,12.326303470128876,HEALTHY
2,33,40.563661377612696,12.326303470128876,HEALTHY
2,34,40.563661377612696,12.326303470128876,HEALTHY
2,35,40.563661377612696,12.326303470128876,HEALTHY
2,36,40.563661377612696,12.326303470128876,HEALTHY
2,37,40.563661377612696,12.326303470128876,HEALTHY
2,38,40.563661377612696,12.326303470128876,HEALTHY
2,39,38.50092317412764,12.986701584755677,HEALTHY
2,40,38.50092317412764,12.986701584755677,HEALTHY
2,41,38.50092317412764,12.986701584755677,HEALTHY
2,42,38.50092317412764,12.986701584755677,HEALTHY
2,43,38.50092317412764,12.986701584755677,HEALTHY
2,44,38.50092317412764,12.986701584755677,HEALTHY
2,45,38.50092317412764,12.986701584755677,HEALTHY
2,46,38.50092317412764,12.986701584755677,HEALTHY
2,47,38.50092317412764,12.986701584755677,HEALTHY
2,48,38.50092317412764,12.986701584755677,HEALTHY
2,49,38.50092317412764,12.986701584755677,HEALTHY
2,50,38.50092317412764,12.986701584755677,HEALTHY
3,1,17.257654765690063,28.972650501390827,HEALTHY
3,2,47.35497823173855,10.558551997493833,HEALTHY
3,3,28.94288870148131,17.2754007092046,HEALTHY
3,4,16.293025877596335,30.687976791807785,HEALTHY
3,5,16.293025877596335,30.687976791807785,HEALTHY
3,6,54.39076822011658,9.192736494850124,HEALTHY
3,7,54.39076822011658,9.192736494850124,HEALTHY
3,8,54.39076822011658,9.192736494850124,HEALTHY
3,9,54.39076822011658,9.192736494850124,HEALTHY
3,10,54.39076822011658,9.192736494850124,HEALTHY
3,11,54.39076822011658,9.192736494850124,HEALTHY
3,12,54.39076822011658,9.192736494850124,HEALTHY
3,13,54.39076822011658,9.192736494850124,HEALTHY
3,14,54.39076822011658,9.192736494850124,HEALTHY
3,15,56.39548031004615,8.865958712491562,HEALTHY
3,16,35.91168953806552,13.923043065685121,HEALTHY
3,17,35.91168953806552,13.923043065685121,HEALTHY
3,18,40.563661377612696,12.326303470128876,HEALTHY
3,19,40.563661377612696,12.326303470128876,HEALTHY
3,20,40.563661377612696,12.326303470128876,HEALTHY
3,21,40.563661377612696,12.326303470128876,HEALTHY
3,22,40.563661377612696,12.326303470128876,HEALTHY
3,23,40.563661377612696,12.326303470128876,HEALTHY
3,24,40.563661377612696,12.326303470128876,HEALTHY
3,25,40.563661377612696,12.326303470128876,HEALTHY
3,26,40.563661377612696,12.326303470128876,HEALTHY
3,27,40.563661377612696,12.326303470128876,HEALTHY
3,28,40.563661377612696,12.326303470128876,HEALTHY
3,29,40.563661377612696,12.326303470128876,HEALTHY
3,30,40.563661377612696,12.326303470128876,HEALTHY
3,31,40.563661377612696,12.326303470128876,HEALTHY
3,32,40.563661377612696,12.326303470128876,HEALTHY
3,33,40.563661377612696,12.326303470128876,HEALTHY
3,34,40.563661377612696,12.326303470128876,HEALTHY
3,35,40.563661377612696,12.326303470128876,HEALTHY
3,36,40.563661377612696,12.326303470128876,HEALTHY
3,37,40.563661377612696,12.326303470128876,HEALTHY
3,38,40.563661377612696,12.326303470128876,HEALTHY
3,39,38.50092317412764,12.986701584755677,HEALTHY
3,40,38.50092317412764,12.986701584755677,HEALTHY
3,41,38.50092317412764,12.986701584755677,HEALTHY
3,42,38.50092317412764,12.986701584755677,HEALTHY
3,43,38.50092317412764,12.986701584755677,HEALTHY
3,44,38.50092317412764,12.986701584755677,HEALTHY
3,45,38.50092317412764,12.986701584755677,HEALTHY
3,46,38.50092317412764,12.986701584755677,HEALTHY
3,47,38.50092317412764,12.986701584755677,HEALTHY
3,48,38.50092317412764,12.986701584755677,HEALTHY
3,49,38.50092317412764,12.986701584755677,HEALTHY
3,50,38.50092317412764,12.986701584755677,HEALTHY
4,1,17.257654765690063,28.972650501390827,HEALTHY
4,2,47.35497823173855,10.558551997493833,HEALTHY
4,3,28.94288870148131,17.2754007092046,HEALTHY
4,4,16.293025877596335,30.687976791807785,HEALTHY
4,5,16.293025877596335,30.687976791807785,HEALTHY
4,6,54.39076822011658,9.192736494850124,HEALTHY
4,7,54.39076822011658,9.192736494850124,HEALTHY
4,8,54.39076822011658,9.192736494850124,HEALTHY
4,9,54.39076822011658,9.192736494850124,HEALTHY
4,10,54.39076822011658,9.192736494850124,HEALTHY
4,11,54.39076822011658,9.192736494850124,HEALTHY
4,12,54.39076822011658,9.192736494850124,HEALTHY
4,13,54.39076822011658,9.192736494850124,HEALTHY
4,14,54.39076822011658,9.192736494850124,HEALTHY
4,15,56.39548031004615,8.865958712491562,HEALTHY
4,16,35.91168953806552,13.923043065685121,HEALTHY
4,17,35.91168953806552,13.923043065685121,HEALTHY
4,18,40.563661377612696,12.326303470128876,HEALTHY
4,19,40.563661377612696,12.326303470128876,HEALTHY
4,20,40.563661377612696,12.326303470128876,HEALTHY
4,21,40.563661377612696,12.326303470128876,HEALTHY
4,22,40.563661377612696,12.326303470128876,HEALTHY
4,23,40.563661377612696,12.326303470128876,HEALTHY
4,24,40.563661377612696,12.326303470128876,HEALTHY
4,25,40.563661377612696,12.326303470128876,HEALTHY
4,26,40.563661377612696,12.326303470128876,HEALTHY
4,27,40.563661377612696,12.326303470128876,HEALTHY
4,28,40.563661377612696,12.326303470128876,HEALTHY
4,29,40.563661377612696,12.326303470128876,HEALTHY
4,30,40.563661377612696,12.326303470128876,HEALTHY
4,31,40.563661377612696,12.326303470128876,HEALTHY
4,32,40.563661377612696,12.326303470128876,HEALTHY
4,33,40.563661377612696,12.326303470128876,HEALTHY
4,34,40.563661377612696,12.326303470128876,HEALTHY
4,35,40.563661377612696,12.326303470128876,HEALTHY
4,36,40.563661377612696,12.326303470128876,HEALTHY
4,37,40.563661377612696,12.326303470128876,HEALTHY
4,38,40.563661377612696,12.326303470128876,HEALTHY
4,39,38.50092317412764,12.986701584755677,HEALTHY
4,40,38.50092317412764,12.986701584755677,HEALTHY
4,41,38.50092317412764,12.986701584755677,HEALTHY
4,42,38.50092317412764,12.986701584755677,HEALTHY
4,43,38.50092317412764,12.986701584755677,HEALTHY
4,44,38.50092317412764,12.986701584755677,HEALTHY
4,45,38.50092317412764,12.986701584755677,HEALTHY
4,46,38.50092317412764,12.986701584755677,HEALTHY
4,47,38.50092317412764,12.986701584755677,HEALTHY
4,48,38.50092317412764,12.986701584755677,HEALTHY
4,49,38.50092317412764,12.986701584755677,HEALTHY
4,50,38.50092317412764,12.986701584755677,HEALTHY
5,1,17.257654765690063,28.972650501390827,HEALTHY
5,2,47.35497823173855,10.558551997493833,HEALTHY
5,3,28.94288870148131,17.2754007092046,HEALTHY
5,4,16.293025877596335,30.687976791807785,HEALTHY
5,5,16.293025877596335,30.687976791807785,HEALTHY
5,6,54.39076822011658,9.192736494850124,HEALTHY
5,7,54.39076822011658,9.192736494850124,HEALTHY
5,8,54.39076822011658,9.192736494850124,HEALTHY
5,9,54.39076822011658,9.192736494850124,HEALTHY
5,10,54.39076822011658,9.192736494850124,HEALTHY
5,11,54.39076822011658,9.192736494850124,HEALTHY
5,12,54.39076822011658,9.192736494850124,HEALTHY
5,13,54.39076822011658,9.192736494850124,HEALTHY
5,14,54.39076822011658,9.192736494850124,HEALTHY
5,15,56.39548031004615,8.865958712491562,HEALTHY
5,16,35.91168953806552,13.923043065685121,HEALTHY
5,17,35.91168953806552,13.923043065685121,HEALTHY
5,18,40.563661377612696,12.326303470128876,HEALTHY
5,19,40.563661377612696,12.326303470128876,HEALTHY
5,20,40.563661377612696,12.326303470128876,HEALTHY
5,21,40.563661377612696,12.326303470128876,HEALTHY
5,22,40.563661377612696,12.326303470128876,HEALTHY
5,23,40.563661377612696,12.326303470128876,HEALTHY
5,24,40.563661377612696,12.326303470128876,HEALTHY
5,25,40.563661377612696,12.326303470128876,HEALTHY
5,26,40.563661377612696,12.326303470128876,HEALTHY
5,27,40.563661377612696,12.326303470128876,HEALTHY
5,28,40.563661377612696,12.326303470128876,HEALTHY
5,29,40.563661377612696,12.326303470128876,HEALTHY
5,30,40.563661377612696,12.326303470128876,HEALTHY
5,31,40.563661377612696,12.326303470128876,HEALTHY
5,32,40.563661377612696,12.326303470128876,HEALTHY
5,33,40.563661377612696,12.326303470128876,HEALTHY
5,34,40.563661377612696,12.326303470128876,HEALTHY
5,35,40.563661377612696,12.326303470128876,HEALTHY
5,36,40.563661377612696,12.326303470128876,HEALTHY
5,37,40.563661377612696,12.326303470128876,HEALTHY
5,38,40.563661377612696,12.326303470128876,HEALTHY
5,39,38.50092317412764,12.986701584755677,HEALTHY
5,40,38.50092317412764,12.986701584755677,HEALTHY
5,41,38.50092317412764,12.986701584755677,HEALTHY
5,42,38.50092317412764,12.986701584755677,HEALTHY
5,43,38.50092317412764,12.986701584755677,HEALTHY
5,44,38.50092317412764,12.986701584755677,HEALTHY
5,45,38.50092317412764,12.986701584755677,HEALTHY
5,46,38.50092317412764,12.986701584755677,HEALTHY
5,47,38.50092317412764,12.986701584755677,HEALTHY
5,48,38.50092317412764,12.986701584755677,HEALTHY
5,49,38.50092317412764,12.986701584755677,HEALTHY
5,50,38.50092317412764,12.986701584755677,HEALTHY
6,1,17.257654765690063,28.972650501390827,HEALTHY
6,2,47.35497823173855,10.558551997493833,HEALTHY
6,3,28.94288870148131,17.2754007092046,HEALTHY
